,0
459,rand1050.csv
460,rand1051.csv
461,rand1052.csv
462,rand1053.csv
463,rand1054.csv
464,rand1055.csv
465,rand1056.csv
466,rand1057.csv
467,rand1058.csv
468,rand1059.csv
469,rand106.csv
470,rand1060.csv
471,rand1061.csv
472,rand1062.csv
473,rand1063.csv
474,rand1064.csv
475,rand1065.csv
476,rand1066.csv
477,rand1067.csv
478,rand1068.csv
479,rand1069.csv
480,rand107.csv
481,rand1070.csv
482,rand1071.csv
483,rand1072.csv
484,rand1073.csv
485,rand1074.csv
486,rand1075.csv
487,rand1076.csv
488,rand1077.csv
489,rand1078.csv
490,rand1079.csv
491,rand108.csv
492,rand1080.csv
493,rand1081.csv
494,rand1082.csv
495,rand1083.csv
496,rand1084.csv
497,rand1085.csv
498,rand1086.csv
499,rand1087.csv
500,rand1088.csv
501,rand1089.csv
502,rand109.csv
503,rand1090.csv
504,rand1091.csv
505,rand1092.csv
506,rand1093.csv
507,rand1094.csv
508,rand1095.csv
509,rand1096.csv
510,rand1097.csv
511,rand1098.csv
512,rand1099.csv
513,rand11.csv
514,rand110.csv
515,rand1100.csv
516,rand1101.csv
517,rand1102.csv
518,rand1103.csv
519,rand1104.csv
520,rand1105.csv
521,rand1106.csv
522,rand1107.csv
523,rand1108.csv
524,rand1109.csv
525,rand111.csv
526,rand1110.csv
527,rand1111.csv
528,rand1112.csv
529,rand1113.csv
530,rand1114.csv
531,rand1115.csv
532,rand1116.csv
533,rand1117.csv
534,rand1118.csv
535,rand1119.csv
536,rand112.csv
537,rand1120.csv
538,rand1121.csv
539,rand1122.csv
540,rand1123.csv
541,rand1124.csv
542,rand1125.csv
543,rand1126.csv
544,rand1127.csv
545,rand1128.csv
546,rand1129.csv
547,rand113.csv
548,rand1130.csv
549,rand1131.csv
550,rand1132.csv
551,rand1133.csv
552,rand1134.csv
553,rand1135.csv
554,rand1136.csv
555,rand1137.csv
556,rand1138.csv
557,rand1139.csv
558,rand114.csv
559,rand1140.csv
560,rand1141.csv
561,rand1142.csv
562,rand1143.csv
563,rand1144.csv
564,rand1145.csv
565,rand1146.csv
566,rand1147.csv
567,rand1148.csv
568,rand1149.csv
569,rand115.csv
570,rand1150.csv
571,rand1151.csv
572,rand1152.csv
573,rand1153.csv
574,rand1154.csv
575,rand1155.csv
576,rand1156.csv
577,rand1157.csv
578,rand1158.csv
579,rand1159.csv
580,rand116.csv
581,rand1160.csv
582,rand1161.csv
583,rand1162.csv
584,rand1163.csv
585,rand1164.csv
586,rand1165.csv
587,rand1166.csv
588,rand1167.csv
589,rand1168.csv
590,rand1169.csv
591,rand117.csv
592,rand1170.csv
593,rand1171.csv
594,rand1172.csv
595,rand1173.csv
596,rand1174.csv
597,rand1175.csv
598,rand1176.csv
599,rand1177.csv
600,rand1178.csv
601,rand1179.csv
602,rand118.csv
603,rand1180.csv
604,rand1181.csv
605,rand1182.csv
606,rand1183.csv
607,rand1184.csv
608,rand1185.csv
609,rand1186.csv
610,rand1187.csv
611,rand1188.csv
612,rand1189.csv
613,rand119.csv
614,rand1190.csv
615,rand1191.csv
616,rand1192.csv
617,rand1193.csv
618,rand1194.csv
619,rand1195.csv
620,rand1196.csv
621,rand1197.csv
622,rand1198.csv
623,rand1199.csv
624,rand12.csv
625,rand120.csv
626,rand1200.csv
627,rand1201.csv
628,rand1202.csv
629,rand1203.csv
630,rand1204.csv
631,rand1205.csv
632,rand1206.csv
633,rand1207.csv
634,rand1208.csv
635,rand1209.csv
636,rand121.csv
637,rand1210.csv
638,rand1211.csv
639,rand1212.csv
640,rand1213.csv
641,rand1214.csv
642,rand1215.csv
643,rand1216.csv
644,rand1217.csv
645,rand1218.csv
646,rand1219.csv
647,rand122.csv
648,rand1220.csv
649,rand1221.csv
650,rand1222.csv
651,rand1223.csv
652,rand1224.csv
653,rand1225.csv
654,rand1226.csv
655,rand1227.csv
656,rand1228.csv
657,rand1229.csv
658,rand123.csv
659,rand1230.csv
660,rand1231.csv
661,rand1232.csv
662,rand1233.csv
663,rand1234.csv
664,rand1235.csv
665,rand1236.csv
666,rand1237.csv
667,rand1238.csv
668,rand1239.csv
669,rand124.csv
670,rand1240.csv
671,rand1241.csv
672,rand1242.csv
673,rand1243.csv
674,rand1244.csv
675,rand1245.csv
676,rand1246.csv
677,rand1247.csv
678,rand1248.csv
679,rand1249.csv
680,rand125.csv
681,rand1250.csv
682,rand1251.csv
683,rand1252.csv
684,rand1253.csv
685,rand1254.csv
686,rand1255.csv
687,rand1256.csv
688,rand1257.csv
689,rand1258.csv
690,rand1259.csv
691,rand126.csv
692,rand1260.csv
693,rand1261.csv
694,rand1262.csv
695,rand1263.csv
696,rand1264.csv
697,rand1265.csv
698,rand1266.csv
699,rand1267.csv
700,rand1268.csv
701,rand1269.csv
702,rand127.csv
703,rand1270.csv
704,rand1271.csv
705,rand1272.csv
706,rand1273.csv
707,rand1274.csv
708,rand1275.csv
709,rand1276.csv
710,rand1277.csv
711,rand1278.csv
712,rand1279.csv
713,rand128.csv
714,rand1280.csv
715,rand1281.csv
716,rand1282.csv
717,rand1283.csv
718,rand1284.csv
719,rand1285.csv
720,rand1286.csv
721,rand1287.csv
722,rand1288.csv
723,rand1289.csv
724,rand129.csv
725,rand1290.csv
726,rand1291.csv
727,rand1292.csv
728,rand1293.csv
729,rand1294.csv
730,rand1295.csv
731,rand1296.csv
732,rand1297.csv
733,rand1298.csv
734,rand1299.csv
735,rand13.csv
736,rand130.csv
737,rand1300.csv
738,rand1301.csv
739,rand1302.csv
740,rand1303.csv
741,rand1304.csv
742,rand1305.csv
743,rand1306.csv
744,rand1307.csv
745,rand1308.csv
746,rand1309.csv
747,rand131.csv
748,rand1310.csv
749,rand1311.csv
750,rand1312.csv
751,rand1313.csv
752,rand1314.csv
753,rand1315.csv
754,rand1316.csv
755,rand1317.csv
756,rand1318.csv
757,rand1319.csv
758,rand132.csv
759,rand1320.csv
760,rand1321.csv
761,rand1322.csv
762,rand1323.csv
763,rand1324.csv
764,rand1325.csv
765,rand1326.csv
766,rand1327.csv
767,rand1328.csv
768,rand1329.csv
769,rand133.csv
770,rand1330.csv
771,rand1331.csv
772,rand1332.csv
773,rand1333.csv
774,rand1334.csv
775,rand1335.csv
776,rand1336.csv
777,rand1337.csv
778,rand1338.csv
779,rand1339.csv
780,rand134.csv
781,rand1340.csv
782,rand1341.csv
783,rand1342.csv
784,rand1343.csv
785,rand1344.csv
786,rand1345.csv
787,rand1346.csv
788,rand1347.csv
789,rand1348.csv
790,rand1349.csv
791,rand135.csv
792,rand1350.csv
793,rand1351.csv
794,rand1352.csv
795,rand1353.csv
796,rand1354.csv
797,rand1355.csv
798,rand1356.csv
799,rand1357.csv
800,rand1358.csv
801,rand1359.csv
802,rand136.csv
803,rand1360.csv
804,rand1361.csv
805,rand1362.csv
806,rand1363.csv
807,rand1364.csv
808,rand1365.csv
809,rand1366.csv
810,rand1367.csv
811,rand1368.csv
812,rand1369.csv
813,rand137.csv
814,rand1370.csv
815,rand1371.csv
816,rand1372.csv
817,rand1373.csv
818,rand1374.csv
819,rand1375.csv
820,rand1376.csv
821,rand1377.csv
822,rand1378.csv
823,rand1379.csv
824,rand138.csv
825,rand1380.csv
826,rand1381.csv
827,rand1382.csv
828,rand1383.csv
829,rand1384.csv
830,rand1385.csv
831,rand1386.csv
832,rand1387.csv
833,rand1388.csv
834,rand1389.csv
835,rand139.csv
836,rand1390.csv
837,rand1391.csv
838,rand1392.csv
839,rand1393.csv
840,rand1394.csv
841,rand1395.csv
842,rand1396.csv
843,rand1397.csv
844,rand1398.csv
845,rand1399.csv
846,rand14.csv
847,rand140.csv
848,rand1400.csv
849,rand1401.csv
850,rand1402.csv
851,rand1403.csv
852,rand1404.csv
853,rand1405.csv
854,rand1406.csv
855,rand1407.csv
856,rand1408.csv
857,rand1409.csv
858,rand141.csv
859,rand1410.csv
860,rand1411.csv
861,rand1412.csv
862,rand1413.csv
863,rand1414.csv
864,rand1415.csv
865,rand1416.csv
866,rand1417.csv
867,rand1418.csv
868,rand1419.csv
869,rand142.csv
870,rand1420.csv
871,rand1421.csv
872,rand1422.csv
873,rand1423.csv
874,rand1424.csv
875,rand1425.csv
876,rand1426.csv
877,rand1427.csv
878,rand1428.csv
879,rand1429.csv
880,rand143.csv
881,rand1430.csv
882,rand1431.csv
883,rand1432.csv
884,rand1433.csv
885,rand1434.csv
886,rand1435.csv
887,rand1436.csv
888,rand1437.csv
889,rand1438.csv
890,rand1439.csv
891,rand144.csv
892,rand1440.csv
893,rand1441.csv
894,rand1442.csv
895,rand1443.csv
896,rand1444.csv
897,rand1445.csv
898,rand1446.csv
899,rand1447.csv
900,rand1448.csv
901,rand1449.csv
902,rand145.csv
903,rand1450.csv
904,rand1451.csv
905,rand1452.csv
906,rand1453.csv
907,rand1454.csv
908,rand1455.csv
909,rand1456.csv
910,rand1457.csv
911,rand1458.csv
912,rand1459.csv
913,rand146.csv
914,rand1460.csv
915,rand1461.csv
916,rand1462.csv
917,rand1463.csv
918,rand1464.csv
919,rand1465.csv
920,rand1466.csv
921,rand1467.csv
922,rand1468.csv
923,rand1469.csv
924,rand147.csv
925,rand1470.csv
926,rand1471.csv
927,rand1472.csv
928,rand1473.csv
929,rand1474.csv
930,rand1475.csv
931,rand1476.csv
932,rand1477.csv
933,rand1478.csv
934,rand1479.csv
935,rand148.csv
936,rand1480.csv
937,rand1481.csv
938,rand1482.csv
939,rand1483.csv
940,rand1484.csv
941,rand1485.csv
942,rand1486.csv
943,rand1487.csv
944,rand1488.csv
945,rand1489.csv
946,rand149.csv
947,rand1490.csv
948,rand1491.csv
949,rand1492.csv
950,rand1493.csv
951,rand1494.csv
952,rand1495.csv
953,rand1496.csv
954,rand1497.csv
955,rand1498.csv
956,rand1499.csv
957,rand15.csv
958,rand150.csv
959,rand1500.csv
960,rand1501.csv
961,rand1502.csv
962,rand1503.csv
963,rand1504.csv
964,rand1505.csv
965,rand1506.csv
966,rand1507.csv
967,rand1508.csv
968,rand1509.csv
969,rand151.csv
970,rand1510.csv
971,rand1511.csv
972,rand1512.csv
973,rand1513.csv
974,rand1514.csv
975,rand1515.csv
976,rand1516.csv
977,rand1517.csv
978,rand1518.csv
979,rand1519.csv
980,rand152.csv
981,rand1520.csv
982,rand1521.csv
983,rand1522.csv
984,rand1523.csv
985,rand1524.csv
986,rand1525.csv
987,rand1526.csv
988,rand1527.csv
989,rand1528.csv
990,rand1529.csv
991,rand153.csv
992,rand1530.csv
993,rand1531.csv
994,rand1532.csv
995,rand1533.csv
996,rand1534.csv
997,rand1535.csv
998,rand1536.csv
999,rand1537.csv
1000,rand1538.csv
1001,rand1539.csv
1002,rand154.csv
1003,rand1540.csv
1004,rand1541.csv
1005,rand1542.csv
1006,rand1543.csv
1007,rand1544.csv
1008,rand1545.csv
1009,rand1546.csv
1010,rand1547.csv
1011,rand1548.csv
1012,rand1549.csv
1013,rand155.csv
1014,rand1550.csv
1015,rand1551.csv
1016,rand1552.csv
1017,rand1553.csv
1018,rand1554.csv
1019,rand1555.csv
1020,rand1556.csv
1021,rand1557.csv
1022,rand1558.csv
1023,rand1559.csv
1024,rand156.csv
1025,rand1560.csv
1026,rand1561.csv
1027,rand1562.csv
1028,rand1563.csv
1029,rand1564.csv
1030,rand1565.csv
1031,rand1566.csv
1032,rand1567.csv
1033,rand1568.csv
1034,rand1569.csv
1035,rand157.csv
1036,rand1570.csv
1037,rand1571.csv
1038,rand1572.csv
1039,rand1573.csv
1040,rand1574.csv
1041,rand1575.csv
1042,rand1576.csv
1043,rand1577.csv
1044,rand1578.csv
1045,rand1579.csv
1046,rand158.csv
1047,rand1580.csv
1048,rand1581.csv
1049,rand1582.csv
1050,rand1583.csv
1051,rand1584.csv
1052,rand1585.csv
1053,rand1586.csv
1054,rand1587.csv
1055,rand1588.csv
1056,rand1589.csv
1057,rand159.csv
1058,rand1590.csv
1059,rand1591.csv
1060,rand1592.csv
1061,rand1593.csv
1062,rand1594.csv
1063,rand1595.csv
1064,rand1596.csv
1065,rand1597.csv
1066,rand1598.csv
1067,rand1599.csv
1068,rand16.csv
1069,rand160.csv
1070,rand1600.csv
1071,rand1601.csv
1072,rand1602.csv
1073,rand1603.csv
1074,rand1604.csv
1075,rand1605.csv
1076,rand1606.csv
1077,rand1607.csv
1078,rand1608.csv
1079,rand1609.csv
1080,rand161.csv
1081,rand1610.csv
1082,rand1611.csv
1083,rand1612.csv
1084,rand1613.csv
1085,rand1614.csv
1086,rand1615.csv
1087,rand1616.csv
1088,rand1617.csv
1089,rand1618.csv
1090,rand1619.csv
1091,rand162.csv
1092,rand1620.csv
1093,rand1621.csv
1094,rand1622.csv
1095,rand1623.csv
1096,rand1624.csv
1097,rand1625.csv
1098,rand1626.csv
1099,rand1627.csv
1100,rand1628.csv
1101,rand1629.csv
1102,rand163.csv
1103,rand1630.csv
1104,rand1631.csv
1105,rand1632.csv
1106,rand1633.csv
1107,rand1634.csv
1108,rand1635.csv
1109,rand1636.csv
1110,rand1637.csv
1111,rand1638.csv
1112,rand1639.csv
1113,rand164.csv
1114,rand1640.csv
1115,rand1641.csv
1116,rand1642.csv
1117,rand1643.csv
1118,rand1644.csv
1119,rand1645.csv
1120,rand1646.csv
1121,rand1647.csv
1122,rand1648.csv
1123,rand1649.csv
1124,rand165.csv
1125,rand1650.csv
1126,rand1651.csv
1127,rand1652.csv
1128,rand1653.csv
1129,rand1654.csv
1130,rand1655.csv
1131,rand1656.csv
1132,rand1657.csv
1133,rand1658.csv
1134,rand1659.csv
1135,rand166.csv
1136,rand1660.csv
1137,rand1661.csv
1138,rand1662.csv
1139,rand1663.csv
1140,rand1664.csv
1141,rand1665.csv
1142,rand1666.csv
1143,rand1667.csv
1144,rand1668.csv
1145,rand1669.csv
1146,rand167.csv
1147,rand1670.csv
1148,rand1671.csv
1149,rand1672.csv
1150,rand1673.csv
1151,rand1674.csv
1152,rand1675.csv
1153,rand1676.csv
1154,rand1677.csv
1155,rand1678.csv
1156,rand1679.csv
1157,rand168.csv
1158,rand1680.csv
1159,rand1681.csv
1160,rand1682.csv
1161,rand1683.csv
1162,rand1684.csv
1163,rand1685.csv
1164,rand1686.csv
1165,rand1687.csv
1166,rand1688.csv
1167,rand1689.csv
1168,rand169.csv
1169,rand1690.csv
1170,rand1691.csv
1171,rand1692.csv
1172,rand1693.csv
1173,rand1694.csv
1174,rand1695.csv
1175,rand1696.csv
1176,rand1697.csv
1177,rand1698.csv
1178,rand1699.csv
1179,rand17.csv
1180,rand170.csv
1181,rand1700.csv
1182,rand1701.csv
1183,rand1702.csv
1184,rand1703.csv
1185,rand1704.csv
1186,rand1705.csv
1187,rand1706.csv
1188,rand1707.csv
1189,rand1708.csv
1190,rand1709.csv
1191,rand171.csv
1192,rand1710.csv
1193,rand1711.csv
1194,rand1712.csv
1195,rand1713.csv
1196,rand1714.csv
1197,rand1715.csv
1198,rand1716.csv
1199,rand1717.csv
1200,rand1718.csv
1201,rand1719.csv
1202,rand172.csv
1203,rand1720.csv
1204,rand1721.csv
1205,rand1722.csv
1206,rand1723.csv
1207,rand1724.csv
1208,rand1725.csv
1209,rand1726.csv
1210,rand1727.csv
1211,rand1728.csv
1212,rand1729.csv
1213,rand173.csv
1214,rand1730.csv
1215,rand1731.csv
1216,rand1732.csv
1217,rand1733.csv
1218,rand1734.csv
1219,rand1735.csv
1220,rand1736.csv
1221,rand1737.csv
1222,rand1738.csv
1223,rand1739.csv
1224,rand174.csv
1225,rand1740.csv
1226,rand1741.csv
1227,rand1742.csv
1228,rand1743.csv
1229,rand1744.csv
1230,rand1745.csv
1231,rand1746.csv
1232,rand1747.csv
1233,rand1748.csv
1234,rand1749.csv
1235,rand175.csv
1236,rand1750.csv
1237,rand1751.csv
1238,rand1752.csv
1239,rand1753.csv
1240,rand1754.csv
1241,rand1755.csv
1242,rand1756.csv
1243,rand1757.csv
1244,rand1758.csv
1245,rand1759.csv
1246,rand176.csv
1247,rand1760.csv
1248,rand1761.csv
1249,rand1762.csv
1250,rand1763.csv
1251,rand1764.csv
1252,rand1765.csv
1253,rand1766.csv
1254,rand1767.csv
1255,rand1768.csv
1256,rand1769.csv
1257,rand177.csv
1258,rand1770.csv
1259,rand1771.csv
1260,rand1772.csv
1261,rand1773.csv
1262,rand1774.csv
1263,rand1775.csv
1264,rand1776.csv
1265,rand1777.csv
1266,rand1778.csv
1267,rand1779.csv
1268,rand178.csv
1269,rand1780.csv
1270,rand1781.csv
1271,rand1782.csv
1272,rand1783.csv
1273,rand1784.csv
1274,rand1785.csv
1275,rand1786.csv
1276,rand1787.csv
1277,rand1788.csv
1278,rand1789.csv
1279,rand179.csv
1280,rand1790.csv
1281,rand1791.csv
1282,rand1792.csv
1283,rand1793.csv
1284,rand1794.csv
1285,rand1795.csv
1286,rand1796.csv
1287,rand1797.csv
1288,rand1798.csv
1289,rand1799.csv
1290,rand18.csv
1291,rand180.csv
1292,rand1800.csv
1293,rand1801.csv
1294,rand1802.csv
1295,rand1803.csv
1296,rand1804.csv
1297,rand1805.csv
1298,rand1806.csv
1299,rand1807.csv
1300,rand1808.csv
1301,rand1809.csv
1302,rand181.csv
1303,rand1810.csv
1304,rand1811.csv
1305,rand1812.csv
1306,rand1813.csv
1307,rand1814.csv
1308,rand1815.csv
1309,rand1816.csv
1310,rand1817.csv
1311,rand1818.csv
1312,rand1819.csv
1313,rand182.csv
1314,rand1820.csv
1315,rand1821.csv
1316,rand1822.csv
1317,rand1823.csv
1318,rand1824.csv
1319,rand1825.csv
1320,rand1826.csv
1321,rand1827.csv
1322,rand1828.csv
1323,rand1829.csv
1324,rand183.csv
1325,rand1830.csv
1326,rand1831.csv
1327,rand1832.csv
1328,rand1833.csv
1329,rand1834.csv
1330,rand1835.csv
1331,rand1836.csv
1332,rand1837.csv
1333,rand1838.csv
1334,rand1839.csv
1335,rand184.csv
1336,rand1840.csv
1337,rand1841.csv
1338,rand1842.csv
1339,rand1843.csv
1340,rand1844.csv
1341,rand1845.csv
1342,rand1846.csv
1343,rand1847.csv
1344,rand1848.csv
1345,rand1849.csv
1346,rand185.csv
1347,rand1850.csv
1348,rand1851.csv
1349,rand1852.csv
1350,rand1853.csv
1351,rand1854.csv
1352,rand1855.csv
1353,rand1856.csv
1354,rand1857.csv
1355,rand1858.csv
1356,rand1859.csv
1357,rand186.csv
1358,rand1860.csv
1359,rand1861.csv
1360,rand1862.csv
1361,rand1863.csv
1362,rand1864.csv
1363,rand1865.csv
1364,rand1866.csv
1365,rand1867.csv
1366,rand1868.csv
1367,rand1869.csv
1368,rand187.csv
1369,rand1870.csv
1370,rand1871.csv
1371,rand1872.csv
